topology,n_reviewers,n_latent_classes,classifier_accuracy,seeding_rate,seed,false_novelty_rate,true_novelty_recall,specificity,balanced_accuracy,consensus_accuracy,mean_agreement,tp,fp,tn,fn
lattice,20,40,0.9,0.05,25,0.2375,0.375,0.7625,0.56875,0.685,0.699,15,38,122,25
lattice,20,40,0.9,0.05,26,0.2375,0.425,0.7625,0.59375,0.695,0.70225,17,38,122,23
lattice,20,40,0.9,0.05,27,0.25625,0.325,0.74375,0.534375,0.66,0.64125,13,41,119,27
lattice,20,40,0.9,0.05,28,0.29375,0.45,0.70625,0.578125,0.655,0.6765000000000001,18,47,113,22
lattice,20,40,0.9,0.05,29,0.28125,0.4,0.71875,0.559375,0.655,0.6942500000000001,16,45,115,24
small_world,20,40,0.6,0.05,0,0.05,0.1,0.95,0.525,0.78,0.7304999999999999,4,8,152,36
small_world,20,40,0.6,0.05,1,0.0125,0.05,0.9875,0.51875,0.8,0.7615000000000001,2,2,158,38
small_world,20,40,0.6,0.05,2,0.0625,0.125,0.9375,0.53125,0.775,0.745,5,10,150,35
small_world,20,40,0.6,0.05,3,0.05625,0.15,0.94375,0.546875,0.785,0.7155,6,9,151,34
small_world,20,40,0.6,0.05,4,0.01875,0.05,0.98125,0.515625,0.795,0.72925,2,3,157,38
small_world,20,40,0.6,0.05,5,0.08695652173913043,0.20512820512820512,0.9130434782608696,0.5590858416945373,0.775,0.73075,8,14,147,31
small_world,20,40,0.6,0.05,6,0.09375,0.125,0.90625,0.515625,0.75,0.7227499999999999,5,15,145,35
small_world,20,40,0.6,0.05,7,0.1,0.175,0.9,0.5375,0.755,0.72775,7,16,144,33
small_world,20,40,0.6,0.05,8,0.10625,0.15,0.89375,0.521875,0.745,0.7122499999999999,6,17,143,34
small_world,20,40,0.6,0.05,9,0.0125,0.05,0.9875,0.51875,0.8,0.7532499999999999,2,2,158,38
small_world,20,40,0.6,0.05,10,0.10625,0.175,0.89375,0.534375,0.75,0.72725,7,17,143,33
small_world,20,40,0.6,0.05,11,0.09259259259259259,0.15789473684210525,0.9074074074074074,0.5326510721247564,0.765,0.76075,6,15,147,32
small_world,20,40,0.6,0.05,12,0.05625,0.075,0.94375,0.509375,0.77,0.74225,3,9,151,37
small_world,20,40,0.6,0.05,13,0.018633540372670808,0.15384615384615385,0.9813664596273292,0.5676063067367415,0.82,0.755,6,3,158,33
